sample;site;%_seagrass;%_algae;%_epiphyte;shoot_density;Cr;Cs;Hu;Ho;Th;Tc;Ea;Si;Hs;sand;species;diversity;evenness;canopy;leaf;width;no_leaves1
28;Bweleo;18.00;0.00;5.00;7.00;0.00;0.00;0.00;0.00;3.60;0.00;14.40;0.00;0.00;82.00;2.00;1.47;0.74;71.00;71.00;2.00;4.00
28;Bweleo;18.00;0.00;5.00;8.00;0.00;0.00;0.00;0.00;3.60;0.00;14.40;0.00;0.00;82.00;2.00;1.47;0.74;68.00;68.00;2.00;6.00
28;Bweleo;20.00;0.00;5.00;9.00;0.00;0.00;0.00;0.00;4.00;0.00;16.00;0.00;0.00;80.00;2.00;1.47;0.74;72.33;72.33;2.00;6.00
28;Bweleo;20.00;0.00;0.00;9.00;0.00;0.00;0.00;0.00;4.00;0.00;16.00;0.00;0.00;80.00;2.00;1.47;0.74;66.33;66.33;2.00;5.00
28;Bweleo;15.00;5.00;10.00;8.00;0.00;0.00;0.00;0.00;3.00;0.00;12.00;0.00;0.00;85.00;2.00;1.47;0.74;70.00;70.00;2.00;3.00
28;Bweleo;10.00;0.00;0.00;6.00;0.00;0.00;0.00;0.00;2.00;0.00;8.00;0.00;0.00;90.00;2.00;1.47;0.74;67.67;67.67;2.00;4.00
28;Bweleo;15.00;0.00;10.00;7.00;0.00;0.00;0.00;0.00;3.00;0.00;12.00;0.00;0.00;85.00;2.00;1.47;0.74;74.67;74.67;2.00;4.00
28;Bweleo;12.00;0.00;5.00;6.00;0.00;0.00;0.00;0.00;2.40;0.00;9.60;0.00;0.00;88.00;2.00;1.47;0.74;66.67;66.67;2.00;3.00
28;Bweleo;15.00;5.00;5.00;7.00;0.00;0.00;0.00;0.00;3.00;0.00;12.00;0.00;0.00;85.00;2.00;1.47;0.74;75.00;75.00;2.00;6.00
28;Bweleo;15.00;10.00;5.00;8.00;0.00;0.00;0.00;0.00;3.00;0.00;12.00;0.00;0.00;85.00;2.00;1.47;0.74;70.67;70.67;2.00;6.00
28;Bweleo;18.00;0.00;0.00;10.00;0.00;0.00;0.00;0.00;3.60;0.00;14.40;0.00;0.00;82.00;2.00;1.47;0.74;73.67;73.67;2.00;5.00
28;Bweleo;18.00;0.00;0.00;9.00;0.00;0.00;0.00;0.00;3.60;0.00;14.40;0.00;0.00;82.00;2.00;1.47;0.74;61.67;61.67;2.00;4.00
28;Bweleo;15.00;5.00;2.00;8.00;0.00;0.00;0.00;0.00;3.00;0.00;12.00;0.00;0.00;85.00;2.00;1.47;0.74;64.00;64.00;2.00;5.00
28;Bweleo;18.00;0.00;2.00;9.00;0.00;0.00;0.00;0.00;3.60;0.00;14.40;0.00;0.00;82.00;2.00;1.47;0.74;69.33;69.33;2.00;5.00
28;Bweleo;20.00;0.00;0.00;9.00;0.00;0.00;0.00;0.00;4.00;0.00;16.00;0.00;0.00;80.00;2.00;1.47;0.74;69.00;69.00;2.00;5.00
28;Bweleo;18.00;5.00;0.00;10.00;0.00;0.00;0.00;0.00;3.60;0.00;14.40;0.00;0.00;82.00;2.00;1.47;0.74;71.33;71.33;2.00;6.00
28;Bweleo;20.00;5.00;0.00;10.00;0.00;0.00;0.00;0.00;4.00;0.00;16.00;0.00;0.00;80.00;2.00;1.47;0.74;75.67;75.67;2.00;5.00
29;Bweleo;70.00;0.00;2.00;148.00;0.00;35.00;0.00;0.00;0.00;0.00;0.00;35.00;0.00;30.00;2.00;2.00;1.00;14.67;14.67;1.00;6.00
29;Bweleo;65.00;2.00;1.00;140.00;0.00;32.50;0.00;0.00;0.00;0.00;0.00;32.50;0.00;35.00;2.00;2.00;1.00;13.33;13.33;1.00;6.00
29;Bweleo;70.00;0.00;0.00;144.00;0.00;35.00;0.00;0.00;0.00;0.00;0.00;35.00;0.00;30.00;2.00;2.00;1.00;16.67;16.67;1.00;5.00
29;Bweleo;60.00;0.00;2.00;136.00;0.00;30.00;0.00;0.00;0.00;0.00;0.00;30.00;0.00;40.00;2.00;2.00;1.00;15.00;15.00;1.00;6.00
29;Bweleo;60.00;0.00;2.00;132.00;0.00;30.00;0.00;0.00;0.00;0.00;0.00;30.00;0.00;40.00;2.00;2.00;1.00;14.00;14.00;1.00;3.00
29;Bweleo;63.00;5.00;0.00;132.00;0.00;31.50;0.00;0.00;0.00;0.00;0.00;31.50;0.00;37.00;2.00;2.00;1.00;16.00;16.00;1.00;6.00
29;Bweleo;65.00;0.00;0.00;100.00;0.00;32.50;0.00;0.00;0.00;0.00;0.00;32.50;0.00;35.00;2.00;2.00;1.00;16.33;16.33;1.00;6.00
29;Bweleo;68.00;0.00;2.00;128.00;0.00;34.00;0.00;0.00;0.00;0.00;0.00;34.00;0.00;32.00;2.00;2.00;1.00;13.67;13.67;1.00;4.00
29;Bweleo;70.00;0.00;0.00;132.00;0.00;35.00;0.00;0.00;0.00;0.00;0.00;35.00;0.00;30.00;2.00;2.00;1.00;13.67;13.67;1.00;5.00
29;Bweleo;72.00;0.00;0.00;148.00;0.00;36.00;0.00;0.00;0.00;0.00;0.00;36.00;0.00;28.00;2.00;2.00;1.00;15.67;15.67;1.00;5.00
29;Bweleo;60.00;0.00;2.00;132.00;0.00;30.00;0.00;0.00;0.00;0.00;0.00;30.00;0.00;40.00;2.00;2.00;1.00;16.33;16.33;1.00;3.00
29;Bweleo;58.00;5.00;5.00;100.00;0.00;29.00;0.00;0.00;0.00;0.00;0.00;29.00;0.00;42.00;2.00;2.00;1.00;14.67;14.67;1.00;5.00
29;Bweleo;55.00;0.00;0.00;116.00;0.00;27.50;0.00;0.00;0.00;0.00;0.00;27.50;0.00;45.00;2.00;2.00;1.00;14.00;14.00;1.00;3.00
29;Bweleo;60.00;2.00;0.00;136.00;0.00;30.00;0.00;0.00;0.00;0.00;0.00;30.00;0.00;40.00;2.00;2.00;1.00;15.67;15.67;1.00;5.00
29;Bweleo;65.00;0.00;3.00;96.00;0.00;32.50;0.00;0.00;0.00;0.00;0.00;32.50;0.00;35.00;2.00;2.00;1.00;15.67;15.67;1.00;4.00
29;Bweleo;65.00;0.00;2.00;128.00;0.00;32.50;0.00;0.00;0.00;0.00;0.00;32.50;0.00;35.00;2.00;2.00;1.00;14.00;14.00;1.00;4.00
29;Bweleo;60.00;5.00;0.00;116.00;0.00;30.00;0.00;0.00;0.00;0.00;0.00;30.00;0.00;40.00;2.00;2.00;1.00;16.33;16.33;1.00;5.00
29;Bweleo;70.00;0.00;0.00;140.00;0.00;35.00;0.00;0.00;0.00;0.00;0.00;35.00;0.00;30.00;2.00;2.00;1.00;16.00;16.00;1.00;6.00
29;Bweleo;72.00;0.00;0.00;104.00;0.00;36.00;0.00;0.00;0.00;0.00;0.00;36.00;0.00;28.00;2.00;2.00;1.00;16.00;16.00;1.00;6.00
29;Bweleo;68.00;0.00;5.00;112.00;0.00;34.00;0.00;0.00;0.00;0.00;0.00;34.00;0.00;32.00;2.00;2.00;1.00;16.33;16.33;1.00;6.00
29;Bweleo;60.00;5.00;1.00;128.00;0.00;30.00;0.00;0.00;0.00;0.00;0.00;30.00;0.00;40.00;2.00;2.00;1.00;14.33;14.33;1.00;3.00
29;Bweleo;57.00;10.00;1.00;112.00;0.00;28.50;0.00;0.00;0.00;0.00;0.00;28.50;0.00;43.00;2.00;2.00;1.00;16.33;16.33;1.00;4.00
30;Bweleo;50.00;0.00;2.00;88.00;0.00;0.00;0.00;0.00;35.00;0.00;0.00;15.00;0.00;50.00;2.00;1.72;0.86;15.00;15.00;1.00;4.00
30;Bweleo;65.00;0.00;2.00;116.00;0.00;0.00;0.00;0.00;45.50;0.00;0.00;19.50;0.00;35.00;2.00;1.72;0.86;13.00;13.00;1.00;5.00
30;Bweleo;60.00;0.00;2.00;104.00;0.00;0.00;0.00;0.00;42.00;0.00;0.00;18.00;0.00;40.00;2.00;1.72;0.86;13.00;13.00;1.00;6.00
30;Bweleo;67.00;5.00;2.00;108.00;0.00;0.00;0.00;0.00;46.90;0.00;0.00;20.10;0.00;33.00;2.00;1.72;0.86;14.00;14.00;1.00;5.00
30;Bweleo;68.00;0.00;0.00;92.00;0.00;0.00;0.00;0.00;47.60;0.00;0.00;20.40;0.00;32.00;2.00;1.72;0.86;16.67;16.67;1.00;4.00
30;Bweleo;70.00;0.00;0.00;104.00;0.00;0.00;0.00;0.00;49.00;0.00;0.00;21.00;0.00;30.00;2.00;1.72;0.86;15.00;15.00;1.00;5.00
30;Bweleo;72.00;0.00;0.00;112.00;0.00;0.00;0.00;0.00;50.40;0.00;0.00;21.60;0.00;28.00;2.00;1.72;0.86;16.67;16.67;1.00;4.00
30;Bweleo;60.00;0.00;5.00;96.00;0.00;0.00;0.00;0.00;42.00;0.00;0.00;18.00;0.00;40.00;2.00;1.72;0.86;16.00;16.00;1.00;4.00
30;Bweleo;67.00;5.00;0.00;124.00;0.00;0.00;0.00;0.00;46.90;0.00;0.00;20.10;0.00;33.00;2.00;1.72;0.86;15.33;15.33;1.00;5.00
30;Bweleo;60.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;42.00;0.00;0.00;18.00;0.00;40.00;2.00;1.72;0.86;13.33;13.33;1.00;5.00
30;Bweleo;58.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;40.60;0.00;0.00;17.40;0.00;42.00;2.00;1.72;0.86;16.00;16.00;1.00;4.00
30;Bweleo;70.00;0.00;2.00;116.00;0.00;0.00;0.00;0.00;49.00;0.00;0.00;21.00;0.00;30.00;2.00;1.72;0.86;15.00;15.00;1.00;3.00
30;Bweleo;72.00;5.00;0.00;112.00;0.00;0.00;0.00;0.00;50.40;0.00;0.00;21.60;0.00;28.00;2.00;1.72;0.86;15.67;15.67;1.00;4.00
30;Bweleo;68.00;0.00;0.00;108.00;0.00;0.00;0.00;0.00;47.60;0.00;0.00;20.40;0.00;32.00;2.00;1.72;0.86;13.67;13.67;1.00;5.00
30;Bweleo;70.00;10.00;0.00;124.00;0.00;0.00;0.00;0.00;49.00;0.00;0.00;21.00;0.00;30.00;2.00;1.72;0.86;15.00;15.00;1.00;3.00
30;Bweleo;65.00;0.00;5.00;124.00;0.00;0.00;0.00;0.00;45.50;0.00;0.00;19.50;0.00;35.00;2.00;1.72;0.86;14.33;14.33;1.00;4.00
30;Bweleo;65.00;0.00;0.00;120.00;0.00;0.00;0.00;0.00;45.50;0.00;0.00;19.50;0.00;35.00;2.00;1.72;0.86;18.33;18.33;1.00;4.00
30;Bweleo;68.00;0.00;0.00;120.00;0.00;0.00;0.00;0.00;47.60;0.00;0.00;20.40;0.00;32.00;2.00;1.72;0.86;16.67;16.67;1.00;5.00
30;Bweleo;70.00;2.00;0.00;120.00;0.00;0.00;0.00;0.00;49.00;0.00;0.00;21.00;0.00;30.00;2.00;1.72;0.86;14.33;14.33;1.00;4.00
30;Bweleo;73.00;5.00;2.00;124.00;0.00;0.00;0.00;0.00;51.10;0.00;0.00;21.90;0.00;27.00;2.00;1.72;0.86;13.67;13.67;1.00;6.00
30;Bweleo;75.00;0.00;1.00;120.00;0.00;0.00;0.00;0.00;52.50;0.00;0.00;22.50;0.00;25.00;2.00;1.72;0.86;15.33;15.33;1.00;4.00
30;Bweleo;58.00;0.00;1.00;92.00;0.00;0.00;0.00;0.00;40.60;0.00;0.00;17.40;0.00;42.00;2.00;1.72;0.86;14.33;14.33;1.00;3.00
31;Bweleo;60.00;0.00;2.00;112.00;0.00;42.00;0.00;0.00;0.00;0.00;0.00;18.00;0.00;40.00;2.00;1.72;0.86;19.00;19.00;1.00;4.00
31;Bweleo;65.00;0.00;2.00;132.00;0.00;45.50;0.00;0.00;0.00;0.00;0.00;19.50;0.00;35.00;2.00;1.72;0.86;19.33;19.33;1.00;4.00
31;Bweleo;68.00;5.00;5.00;136.00;0.00;54.40;0.00;0.00;0.00;0.00;0.00;13.60;0.00;32.00;2.00;1.47;0.74;17.67;17.67;1.00;5.00
31;Bweleo;68.00;5.00;5.00;132.00;0.00;54.40;0.00;0.00;0.00;0.00;0.00;13.60;0.00;32.00;2.00;1.47;0.74;15.33;15.33;1.00;5.00
31;Bweleo;67.00;2.00;2.00;144.00;0.00;46.90;0.00;0.00;0.00;0.00;0.00;20.10;0.00;33.00;2.00;1.72;0.86;20.00;20.00;1.00;4.00
31;Bweleo;65.00;5.00;5.00;140.00;0.00;52.00;0.00;0.00;0.00;0.00;0.00;13.00;0.00;35.00;2.00;1.47;0.74;16.67;16.67;1.00;3.00
31;Bweleo;60.00;0.00;0.00;120.00;0.00;48.00;0.00;0.00;0.00;0.00;0.00;12.00;0.00;40.00;2.00;1.47;0.74;19.00;19.00;1.00;4.00
31;Bweleo;70.00;0.00;1.00;148.00;0.00;56.00;0.00;0.00;0.00;0.00;0.00;14.00;0.00;30.00;2.00;1.47;0.74;21.00;21.00;1.00;4.00
31;Bweleo;72.00;10.00;0.00;144.00;0.00;64.80;0.00;0.00;0.00;0.00;0.00;7.20;0.00;28.00;2.00;1.22;0.61;20.33;20.33;1.00;5.00
31;Bweleo;68.00;0.00;0.00;132.00;0.00;54.40;0.00;0.00;0.00;0.00;0.00;13.60;0.00;32.00;2.00;1.47;0.74;16.67;16.67;1.00;6.00
31;Bweleo;65.00;0.00;5.00;128.00;0.00;52.00;0.00;0.00;0.00;0.00;0.00;13.00;0.00;35.00;2.00;1.47;0.74;19.67;19.67;1.00;5.00
31;Bweleo;65.00;5.00;2.00;120.00;0.00;45.50;0.00;0.00;0.00;0.00;0.00;19.50;0.00;35.00;2.00;1.72;0.86;21.00;21.00;1.00;5.00
31;Bweleo;70.00;0.00;0.00;140.00;0.00;56.00;0.00;0.00;0.00;0.00;0.00;14.00;0.00;30.00;2.00;1.47;0.74;18.67;18.67;1.00;5.00
31;Bweleo;70.00;0.00;0.00;140.00;0.00;56.00;0.00;0.00;0.00;0.00;0.00;14.00;0.00;30.00;2.00;1.47;0.74;18.67;18.67;1.00;4.00
31;Bweleo;72.00;2.00;2.00;144.00;0.00;57.60;0.00;0.00;0.00;0.00;0.00;14.40;0.00;28.00;2.00;1.47;0.74;18.00;18.00;1.00;4.00
31;Bweleo;73.00;0.00;1.00;140.00;0.00;51.10;0.00;0.00;0.00;0.00;0.00;21.90;0.00;27.00;2.00;1.72;0.86;22.00;22.00;1.00;5.00
31;Bweleo;65.00;0.00;5.00;124.00;0.00;45.50;0.00;0.00;0.00;0.00;0.00;19.50;0.00;35.00;2.00;1.72;0.86;19.33;19.33;1.00;4.00
31;Bweleo;60.00;0.00;5.00;116.00;0.00;54.00;0.00;0.00;0.00;0.00;0.00;6.00;0.00;40.00;2.00;1.22;0.61;20.33;20.33;1.00;5.00
31;Bweleo;75.00;5.00;2.00;144.00;0.00;60.00;0.00;0.00;0.00;0.00;0.00;15.00;0.00;25.00;2.00;1.47;0.74;18.67;18.67;1.00;4.00
31;Bweleo;70.00;5.00;0.00;132.00;0.00;56.00;0.00;0.00;0.00;0.00;0.00;14.00;0.00;30.00;2.00;1.47;0.74;20.33;20.33;1.00;3.00
31;Bweleo;68.00;0.00;0.00;116.00;0.00;54.40;0.00;0.00;0.00;0.00;0.00;13.60;0.00;32.00;2.00;1.47;0.74;18.67;18.67;1.00;4.00
31;Bweleo;65.00;0.00;5.00;120.00;0.00;45.50;0.00;0.00;0.00;0.00;0.00;19.50;0.00;35.00;2.00;1.72;0.86;15.33;15.33;1.00;5.00
32;Bweleo;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
32;Bweleo;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
32;Bweleo;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
32;Bweleo;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
32;Bweleo;7.00;0.00;0.00;48.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.00;93.00;1.00;1.00;1.00;5.67;5.67;0.50;2.00
32;Bweleo;10.00;0.00;0.00;48.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.00;90.00;1.00;1.00;1.00;5.33;5.33;0.50;2.00
32;Bweleo;10.00;0.00;0.00;40.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.00;90.00;1.00;1.00;1.00;5.67;5.67;0.50;2.00
32;Bweleo;8.00;0.00;0.00;52.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8.00;92.00;1.00;1.00;1.00;5.67;5.67;0.50;2.00
32;Bweleo;7.00;0.00;0.00;28.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.00;93.00;1.00;1.00;1.00;5.67;5.67;0.50;2.00
32;Bweleo;8.00;0.00;0.00;40.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8.00;92.00;1.00;1.00;1.00;6.00;6.00;0.50;2.00
32;Bweleo;10.00;0.00;0.00;44.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.00;90.00;1.00;1.00;1.00;5.67;5.67;0.50;2.00
32;Bweleo;5.00;0.00;0.00;52.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.00;95.00;1.00;1.00;1.00;6.00;6.00;0.50;2.00
32;Bweleo;5.00;0.00;0.00;32.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.00;95.00;1.00;1.00;1.00;5.67;5.67;0.50;2.00
32;Bweleo;7.00;0.00;0.00;52.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.00;93.00;1.00;1.00;1.00;5.33;5.33;0.50;2.00
32;Bweleo;6.00;0.00;0.00;40.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6.00;94.00;1.00;1.00;1.00;5.00;5.00;0.50;2.00
32;Bweleo;8.00;0.00;0.00;36.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8.00;92.00;1.00;1.00;1.00;5.67;5.67;0.50;2.00
32;Bweleo;6.00;0.00;0.00;36.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6.00;94.00;1.00;1.00;1.00;6.00;6.00;0.50;2.00
32;Bweleo;10.00;0.00;0.00;44.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.00;90.00;1.00;1.00;1.00;5.33;5.33;0.50;2.00
32;Bweleo;8.00;0.00;0.00;36.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8.00;92.00;1.00;1.00;1.00;5.00;5.00;0.50;2.00
32;Bweleo;5.00;0.00;0.00;32.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.00;95.00;1.00;1.00;1.00;5.33;5.33;0.50;2.00
32;Bweleo;7.00;0.00;0.00;28.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.00;93.00;1.00;1.00;1.00;5.33;5.33;0.50;2.00
32;Bweleo;9.00;0.00;0.00;32.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9.00;91.00;1.00;1.00;1.00;5.67;5.67;0.50;2.00
33;Unguja Ukuu;100.00;0.00;0.00;104.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;44.00;11.00;2.00;7.00
33;Unguja Ukuu;100.00;0.00;0.00;92.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;45.67;10.67;2.00;8.00
33;Unguja Ukuu;100.00;0.00;0.00;64.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;44.00;11.00;2.00;7.00
33;Unguja Ukuu;100.00;0.00;0.00;48.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;45.00;11.33;2.00;7.00
33;Unguja Ukuu;30.00;0.00;0.00;52.00;0.00;0.00;0.00;0.00;30.00;0.00;0.00;0.00;0.00;70.00;1.00;1.00;1.00;13.67;13.67;1.20;4.00
33;Unguja Ukuu;30.00;0.00;0.00;52.00;0.00;0.00;0.00;0.00;30.00;0.00;0.00;0.00;0.00;70.00;1.00;1.00;1.00;9.67;9.67;1.20;5.00
33;Unguja Ukuu;32.00;0.00;0.00;44.00;0.00;0.00;0.00;0.00;32.00;0.00;0.00;0.00;0.00;68.00;1.00;1.00;1.00;10.67;10.67;1.20;5.00
33;Unguja Ukuu;25.00;0.00;0.00;64.00;0.00;0.00;0.00;0.00;25.00;0.00;0.00;0.00;0.00;75.00;1.00;1.00;1.00;11.33;11.33;1.20;6.00
33;Unguja Ukuu;27.00;0.00;0.00;64.00;0.00;0.00;0.00;0.00;27.00;0.00;0.00;0.00;0.00;73.00;1.00;1.00;1.00;14.33;14.33;1.20;5.00
33;Unguja Ukuu;27.00;0.00;0.00;52.00;0.00;0.00;0.00;0.00;27.00;0.00;0.00;0.00;0.00;73.00;1.00;1.00;1.00;12.00;12.00;1.20;5.00
33;Unguja Ukuu;28.00;0.00;0.00;56.00;0.00;0.00;0.00;0.00;28.00;0.00;0.00;0.00;0.00;72.00;1.00;1.00;1.00;11.33;11.33;1.20;4.00
33;Unguja Ukuu;30.00;0.00;0.00;68.00;0.00;0.00;0.00;0.00;30.00;0.00;0.00;0.00;0.00;70.00;1.00;1.00;1.00;12.33;12.33;1.20;5.00
33;Unguja Ukuu;34.00;0.00;0.00;52.00;0.00;0.00;0.00;0.00;34.00;0.00;0.00;0.00;0.00;66.00;1.00;1.00;1.00;10.67;10.67;1.20;3.00
33;Unguja Ukuu;30.00;0.00;0.00;48.00;0.00;0.00;0.00;0.00;30.00;0.00;0.00;0.00;0.00;70.00;1.00;1.00;1.00;13.00;13.00;1.20;4.00
33;Unguja Ukuu;34.00;0.00;0.00;44.00;0.00;0.00;0.00;0.00;34.00;0.00;0.00;0.00;0.00;66.00;1.00;1.00;1.00;12.00;12.00;1.20;4.00
33;Unguja Ukuu;33.00;0.00;0.00;52.00;0.00;0.00;0.00;0.00;33.00;0.00;0.00;0.00;0.00;67.00;1.00;1.00;1.00;13.33;13.33;1.20;4.00
33;Unguja Ukuu;28.00;0.00;0.00;60.00;0.00;0.00;0.00;0.00;28.00;0.00;0.00;0.00;0.00;72.00;1.00;1.00;1.00;13.33;13.33;1.20;3.00
33;Unguja Ukuu;25.00;0.00;0.00;44.00;0.00;0.00;0.00;0.00;25.00;0.00;0.00;0.00;0.00;75.00;1.00;1.00;1.00;11.00;11.00;1.20;3.00
33;Unguja Ukuu;30.00;0.00;0.00;52.00;0.00;0.00;0.00;0.00;30.00;0.00;0.00;0.00;0.00;70.00;1.00;1.00;1.00;12.33;12.33;1.20;4.00
33;Unguja Ukuu;30.00;0.00;0.00;68.00;0.00;0.00;0.00;0.00;30.00;0.00;0.00;0.00;0.00;70.00;1.00;1.00;1.00;12.67;12.67;1.20;5.00
33;Unguja Ukuu;33.00;0.00;0.00;48.00;0.00;0.00;0.00;0.00;33.00;0.00;0.00;0.00;0.00;67.00;1.00;1.00;1.00;13.33;13.33;1.20;5.00
33;Unguja Ukuu;32.00;0.00;0.00;56.00;0.00;0.00;0.00;0.00;32.00;0.00;0.00;0.00;0.00;68.00;1.00;1.00;1.00;11.33;11.33;1.20;4.00
34;Unguja Ukuu;100.00;0.00;5.00;136.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;42.00;8.33;2.00;5.00
34;Unguja Ukuu;100.00;0.00;5.00;136.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;46.33;8.00;2.00;7.00
34;Unguja Ukuu;100.00;0.00;5.00;140.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;45.00;11.00;2.00;5.00
34;Unguja Ukuu;100.00;0.00;2.00;144.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;43.67;11.67;2.00;7.00
34;Unguja Ukuu;100.00;0.00;1.00;116.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;44.67;12.33;2.00;5.00
34;Unguja Ukuu;30.00;0.00;0.00;48.00;0.00;0.00;0.00;0.00;30.00;0.00;0.00;0.00;0.00;70.00;1.00;1.00;1.00;12.67;12.67;1.20;4.00
34;Unguja Ukuu;30.00;0.00;0.00;68.00;0.00;0.00;0.00;0.00;30.00;0.00;0.00;0.00;0.00;70.00;1.00;1.00;1.00;11.67;11.67;1.20;4.00
34;Unguja Ukuu;32.00;0.00;0.00;64.00;0.00;0.00;0.00;0.00;32.00;0.00;0.00;0.00;0.00;68.00;1.00;1.00;1.00;10.67;10.67;1.20;5.00
34;Unguja Ukuu;20.00;0.00;0.00;60.00;0.00;0.00;0.00;0.00;20.00;0.00;0.00;0.00;0.00;80.00;1.00;1.00;1.00;12.67;12.67;1.20;3.00
34;Unguja Ukuu;30.00;0.00;0.00;60.00;0.00;0.00;0.00;0.00;30.00;0.00;0.00;0.00;0.00;70.00;1.00;1.00;1.00;9.00;9.00;1.20;5.00
34;Unguja Ukuu;28.00;0.00;0.00;56.00;0.00;0.00;0.00;0.00;28.00;0.00;0.00;0.00;0.00;72.00;1.00;1.00;1.00;13.33;13.33;1.20;5.00
34;Unguja Ukuu;25.00;0.00;0.00;68.00;0.00;0.00;0.00;0.00;25.00;0.00;0.00;0.00;0.00;75.00;1.00;1.00;1.00;12.33;12.33;1.20;3.00
34;Unguja Ukuu;30.00;0.00;0.00;60.00;0.00;0.00;0.00;0.00;30.00;0.00;0.00;0.00;0.00;70.00;1.00;1.00;1.00;9.67;9.67;1.20;5.00
34;Unguja Ukuu;25.00;0.00;0.00;52.00;0.00;0.00;0.00;0.00;25.00;0.00;0.00;0.00;0.00;75.00;1.00;1.00;1.00;10.67;10.67;1.20;5.00
34;Unguja Ukuu;30.00;0.00;0.00;64.00;0.00;0.00;0.00;0.00;30.00;0.00;0.00;0.00;0.00;70.00;1.00;1.00;1.00;8.33;8.33;1.20;4.00
34;Unguja Ukuu;30.00;0.00;0.00;68.00;0.00;0.00;0.00;0.00;30.00;0.00;0.00;0.00;0.00;70.00;1.00;1.00;1.00;10.33;10.33;1.20;3.00
34;Unguja Ukuu;32.00;0.00;0.00;52.00;0.00;0.00;0.00;0.00;32.00;0.00;0.00;0.00;0.00;68.00;1.00;1.00;1.00;10.67;10.67;1.20;3.00
34;Unguja Ukuu;30.00;0.00;0.00;132.00;0.00;0.00;0.00;0.00;0.00;30.00;0.00;0.00;0.00;70.00;1.00;1.00;1.00;42.00;10.00;2.00;5.00
34;Unguja Ukuu;100.00;0.00;5.00;128.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;44.67;11.33;2.00;6.00
34;Unguja Ukuu;100.00;0.00;5.00;140.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;41.33;10.67;2.00;5.00
34;Unguja Ukuu;100.00;0.00;2.00;112.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;47.33;10.33;2.00;7.00
34;Unguja Ukuu;100.00;0.00;2.00;144.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;45.33;10.00;2.00;8.00
